iso_country,municipality,icao_code,iata_code,coordinates
CO,Buenaventura,SKBU,BUN,"-76.9898, 3.81963"
CO,C����cuta,SKCC,CUC,"-72.5115, 7.92757"
CO,Cartagena,SKCG,CTG,"-75.513, 10.4424"
CO,Cali,SKCL,CLO,"-76.3816, 3.54322"
CO,Tumaco,SKCO,TCO,"-78.7492, 1.81442"
CO,Caucasia,SKCU,CAQ,"-75.1985, 7.96847"
CO,Cove����as,SKCV,CVE,"-75.6913, 9.40092"
CO,Corozal,SKCZ,CZU,"-75.2856, 9.33274"
CO,El Bagre,SKEB,EBG,"-74.8089, 7.59647"
CO,Barrancabermeja,SKEJ,EJA,"-73.8068, 7.02433"
CO,Florencia,SKFL,FLA,"-75.5644, 1.58919"
CO,Girardot,SKGI,GIR,"-74.7967, 4.27624"
CO,Cartago,SKGO,CRC,"-75.9557, 4.75818"
CO,Guapi,SKGP,GPI,"-77.8986, 2.57013"
CO,Ibagu����,SKIB,IBE,"-75.1333, 4.42161"
CO,Ipiales,SKIP,IPI,"-77.6718, 0.861925"
CO,Carepa,SKLC,APO,"-76.7164, 7.81196"
CO,La Mina-Maicao,SKLM,MCJ,"-72.4901, 11.2325"
CO,Leticia,SKLT,LET,"-69.9432, -4.19355"
CO,Medell����n,SKMD,EOH,"-75.590582, 6.220549"
CO,Magangu����,SKMG,MGN,"-74.8461, 9.28474"
CO,Monter����a,SKMR,MTR,"-75.8258, 8.82374"
CO,Mit����,SKMU,MVP,"-70.2339, 1.25366"
CO,Manizales,SKMZ,MZL,"-75.4647, 5.0296"
CO,Neiva,SKNV,NVA,"-75.294, 2.95015"
CO,Oca����a,SKOC,OCV,"-73.3583, 8.31506"
CO,Puerto Carre����o,SKPC,PCR,"-67.4932, 6.18472"
CO,Puerto In����rida,SKPD,PDA,"-67.9062, 3.85353"
CO,Pereira,SKPE,PEI,"-75.7395, 4.81267"
CO,Pitalito,SKPI,PTX,"-76.0857, 1.85777"
CO,Popay����n,SKPP,PPN,"-76.6093, 2.4544"
CO,La Dorada,SKPQ,PAL,"-74.6574, 5.48361"
CO,Pasto,SKPS,PSO,"-77.2915, 1.39625"
CO,Providencia,SKPV,PVA,"-81.3583, 13.3569"
CO,Paz De Ariporo,SKPZ,PZA,"-71.8866, 5.87615"
CO,Mariquita,SKQU,MQU,"-74.8836, 5.21256"
CO,Medell����n,SKRG,MDE,"-75.4231, 6.16454"
CO,Riohacha,SKRH,RCH,"-72.926, 11.5262"
CO,San Jos���� Del Guaviare,SKSJ,SJE,"-72.6394, 2.57969"
CO,Santa Marta,SKSM,SMR,"-74.2306, 11.1196"
CO,San Andr����s,SKSP,ADZ,"-81.7112, 12.5836"
CO,San Vicente Del Cagu����n,SKSV,SVI,"-74.7663, 2.15217"
CO,Tame,SKTM,TME,"-71.7603, 6.45108"
CO,Tres Esquinas,SKTQ,TQS,"-75.234, 0.7459"
CO,Arauca,SKUC,AUC,"-70.7369, 7.06888"
CO,Quibd����,SKUI,UIB,"-76.6412, 5.69076"
CO,Tulu����,SKUL,ULQ,"-76.2351, 4.08836"
CO,Valledupar,SKVP,VUP,"-73.2495, 10.435"
CO,Villavicencio,SKVV,VVC,"-73.6138, 4.16787"
CO,El Yopal,SKYP,EYP,"-72.384, 5.31911"
BO,Yamparaez,SLAL,SRE,"-65.149611, -19.246835"
BO,Bermejo,SLBJ,BJO,"-64.31289672850001, -22.7733001709"
BO,Cochabamba,SLCB,CBB,"-66.1771011352539, -17.421100616455078"
BO,Cobija,SLCO,CIJ,"-68.7829971313, -11.040399551400002"
BO,Santa Cruz,SLET,SRZ,"-63.1715011597, -17.8115997314"
BO,La Paz / El Alto,SLLP,LPB,"-68.19229888916016, -16.5132999420166"
BO,Oruro,SLOR,ORU,"-67.0762023926, -17.962600708"
BO,Potos����,SLPO,POI,"-65.723734, -19.543331"
BO,Puerto Su����rez,SLPS,PSZ,"-57.820599, -18.975301"
BO,Santa Ana del Yacuma,SLSA,SBL,"-65.4352035522, -13.762200355500001"
BO,Tarija,SLTJ,TJA,"-64.7013015747, -21.5557003021"
BO,Trinidad,SLTR,TDD,"-64.9179992676, -14.8186998367"
BO,Villamontes,SLVM,VLM,"-63.4056015015, -21.255199432399998"
BO,Santa Cruz,SLVR,VVI,"-63.135399, -17.6448"
BO,Yacu����ba,SLYA,BYC,"-63.65169906616211, -21.960899353027344"
SR,Zandery,SMJP,PBM,"-55.1878013611, 5.4528298377999995"
GF,Cayenne / Rochambeau,SOCA,CAY,"-52.360401153599994, 4.819809913639999"
GF,Saint-Georges-de-l'Oyapock Airport,SOOG,OYP,"-51.8041000366, 3.89759993553"
PE,Atalaya,SPAY,AYX,"-73.766502, -10.7291"
PE,Iberia,SPBR,IBP,"-69.48870086669922, -11.411600112915039"
PE,Pucallpa,SPCL,PCL,"-74.57430267333984, -8.37794017791748"
PE,Chimbote,SPEO,CHM,"-78.5238037109375, -9.149609565734863"
PE,Chiclayo,SPHI,CIX,"-79.8281021118164, -6.787479877471924"
PE,Ayacucho,SPHO,AYP,"-74.20439910888672, -13.154800415039062"
PE,Anta,SPHZ,ATA,"-77.59839630126953, -9.347439765930176"
PE,Lima,SPJC,LIM,"-77.114305, -12.0219"
PE,Rioja,SPJA,RIJ,"-77.16000366210938, -6.067860126495361"
PE,Ja����n,SPJE,JAE,"-78.774002, -5.59248"
PE,Juanju����,SPJI,JJI,"-76.72859954833984, -7.169099807739258"
PE,Jauja,SPJJ,JAU,"-75.47339630130001, -11.7831001282"
PE,Juliaca,SPJL,JUL,"-70.158203125, -15.467100143432617"
PE,Cajamarca,SPJR,CJA,"-78.4894027709961, -7.1391801834106445"
PE,Ilo,SPLO,ILQ,"-71.34400177001953, -17.69499969482422"
PE,Tumbes,SPME,TBP,"-80.38140106201172, -3.55253005027771"
PE,Yurimaguas,SPMS,YMS,"-76.11820220947266, -5.893770217895508"
PE,Hu����nuco,SPNC,HUU,"-76.20480346679688, -9.878809928894043"
PE,Chachapoyas,SPPY,CHH,"-77.8561019897461, -6.201809883117676"
PE,Iquitos,SPQT,IQT,"-73.30879974365234, -3.7847399711608887"
PE,Arequipa,SPQU,AQP,"-71.5830993652, -16.3411006927"
PE,Trujillo,SPRU,TRU,"-79.10880279541016, -8.08141040802002"
PE,Pisco,SPSO,PIO,"-76.22029876708984, -13.74489974975586"
PE,Tarapoto,SPST,TPP,"-76.37319946289062, -6.508739948272705"
PE,Tacna,SPTN,TCQ,"-70.2758026123, -18.053300857500002"
PE,Puerto Maldonado,SPTU,PEM,"-69.2285995483, -12.6135997772"
PE,Piura,SPUR,PIU,"-80.61640167239999, -5.20574998856"
PE,Talara,SPYL,TYL,"-81.254096984863, -4.5766401290894"
PE,Nazca,SPZA,NZC,"-74.9615020752, -14.854000091600001"
PE,Cusco,SPZO,CUZ,"-71.9387969971, -13.535699844400002"
CN,Shangrao,ZSSR,SQD,"117.9643, 28.3797"
CN,Sanming,ZSSM,SQJ,"117.8336, 26.4263"
BR,Ponta Grossa,SBPG,PGZ,"-50.1441, -25.1847"
UY,Durazno,SUDU,DZO,"-56.49919891357422, -33.3588981628418"
UY,Punta del Este,SULS,PDP,"-55.09429931640625, -34.855098724365234"
UY,Montevideo,SUMU,MVD,"-56.0308, -34.838402"
UY,Salto,SUSO,STY,"-57.98529815673828, -31.438499450683594"
VE,Acarigua,SVAC,AGV,"-69.23786926269531, 9.553375244140625"
VE,Anaco,SVAN,AAO,"-64.4707260131836, 9.430225372314453"
VE,Barcelona,SVBC,BLA,"-64.692222, 10.111111"
VE,Barinas,SVBI,BNS,"-70.21416667, 8.615"
VE,Barquisimeto,SVBM,BRM,"-69.3586196899414, 10.042746543884277"
VE,Maracay,SVBS,MYC,"-67.64942169189453, 10.249978065490723"
VE,Guarico,SVCL,CLZ,"-67.4170913696289, 8.92465591430664"
VE,Canaima,SVCN,CAJ,"-62.85443115234375, 6.231988906860352"
VE,Carora,SVCO,VCR,"-70.06521606445312, 10.175602912902832"
VE,Car����pano,SVCP,CUP,"-63.261680603027344, 10.660014152526855"
VE,Coro,SVCR,CZE,"-69.68090057373047, 11.41494369506836"
VE,Bolivar,SVED,EOR,"-61.58333206176758, 6.733333110809326"
VE,Guanare,SVGU,GUQ,"-69.7551498413086, 9.026944160461426"
VE,Paraguan����,SVJC,LSP,"-70.15149688720703, 11.78077507019043"
VE,Maracaibo,SVMC,MAR,"-71.7278594971, 10.5582084656"
VE,M����rida,SVMD,MRD,"-71.161041, 8.582078"
VE,Isla Margarita,SVMG,PMV,"-63.96659851074219, 10.912603378295898"
VE,Caracas,SVMI,CCS,"-66.991222, 10.601194"
VE,Puerto Ayacucho,SVPA,PYH,"-67.606101989746, 5.6199898719788"
VE,Puerto Ordaz-Ciudad Guayana,SVPR,PZO,"-62.760398864746094, 8.288530349731445"
VE,Palmarito,SVPT,PTM,"-70.18329620361328, 7.566669940948486"
VE,Santo Domingo,SVSO,STD,"-72.035103, 7.56538"
VE,San Felipe,SVSP,SNF,"-68.755203, 10.2787"
VE,Inglaterra,SVSR,SFD,"-67.44400024414062, 7.883319854736328"
VE,El Tigre,SVST,SOM,"-64.151084899902, 8.9451465606689"
VE,Tucupita,SVTC,TUV,"-62.094173431396484, 9.088994026184082"
VE,Valencia,SVVA,VLN,"-67.92839813232422, 10.14973258972168"
VE,El Vig����a,SVVG,VIG,"-71.672668, 8.624139"
VE,Valera,SVVL,VLV,"-70.58406066894531, 9.34047794342041"
BR,Aragua����na,SWGN,AUX,"-48.240501, -7.22787"
GY,Georgetown,SYCJ,GEO,"-58.25410079956055, 6.498549938201904"
GY,Ogle,SYEC,OGL,"-58.1059, 6.80628"
GY,Lethem,SYLT,LTM,"-59.789398, 3.37276"
AG,St. John's,TAPA,ANU,"-61.792702, 17.1367"
BB,Bridgetown,TBPB,BGI,"-59.4925, 13.0746"
DM,Canefield,TDCF,DCF,"-61.3922004699707, 15.336700439453125"
DM,Marigot,TDPD,DOM,"-61.299999, 15.547"
MQ,Fort-de-France,TFFF,FDF,"-61.00320053100586, 14.590999603271484"
MF,Grand Case,TFFG,SFG,"-63.047199, 18.099899"
BL,Gustavia,TFFJ,SBH,"-62.84360122680664, 17.904399871826172"
GP,Grand Bourg,TFFM,GBJ,"-61.27000045776367, 15.86870002746582"
GP,Pointe-����-Pitre,TFFR,PTP,"-61.531799, 16.265301"
GD,Saint George's,TGPY,GND,"-61.78620147705078, 12.004199981689453"
VI,"Charlotte Amalie, Harry S. Truman Airport",TIST,STT,"-64.97339630126953, 18.337299346923828"
VI,Christiansted,TISX,STX,"-64.79859924316406, 17.701900482177734"
PR,Arecibo,TJAB,ARE,"-66.6753005981, 18.4500007629"
PR,Aguadilla,TJBQ,BQN,"-67.12940216064453, 18.49489974975586"
PR,Fajardo,TJFA,FAJ,"-65.66190338134766, 18.308900833129883"
PR,San Juan,TJIG,SIG,"-66.09809875488281, 18.45680046081543"
PR,Mayaguez,TJMZ,MAZ,"-67.14849853515625, 18.255699157714844"
PR,Ponce,TJPS,PSE,"-66.56300354003906, 18.00830078125"
PR,San Juan,TJSJ,SJU,"-66.0018005371, 18.4393997192"
KN,Basseterre,TKPK,SKB,"-62.71870040893555, 17.311199188232422"
KN,Charlestown,TKPN,NEV,"-62.589900970458984, 17.205699920654297"
LC,Castries,TLPC,SLU,"-60.992901, 14.0202"
LC,Vieux Fort,TLPL,UVF,"-60.952599, 13.7332"
TN,Enfidha,DTNH,NBE,"10.438611, 36.075833"
AW,Oranjestad,TNCA,AUA,"-70.015198, 12.5014"
BQ,Kralendijk,TNCB,BON,"-68.26850128173828, 12.130999565124512"
CW,Willemstad,TNCC,CUR,"-68.959801, 12.1889"
BQ,Sint Eustatius,TNCE,EUX,"-62.979400634765625, 17.49650001525879"
SX,Saint Martin,TNCM,SXM,"-63.1088981628, 18.041000366200002"
EC,Tena,SEJD,TNW,"-77.583333, -1.059722"
AI,The Valley,TQPF,AXA,"-63.055099, 18.2048"
TR,I����d����r,LTCT,IGD,"43.8766479492, 39.9766273499"
MS,Gerald's Park,TRPG,MNI,"-62.19329833984375, 16.791400909423828"
TT,Scarborough,TTCP,TAB,"-60.83219909667969, 11.149700164794922"
TT,Port of Spain,TTPP,POS,"-61.33720016479492, 10.595399856567383"
VG,Road Town,TUPJ,EIS,"-64.54299926757812, 18.444799423217773"
VC,Kingstown,TVSA,SVD,"-61.149945, 13.156695"
VC,Bequia,TVSB,BQU,"-61.2620010376, 12.9884004593"
VC,Canouan,TVSC,CIW,"-61.3424, 12.699"
VC,Mustique Island,TVSM,MQS,"-61.180198669433594, 12.887900352478027"
VC,Union Island,TVSU,UNI,"-61.41194534301758, 12.60013484954834"
BM,Hamilton,TXKF,BDA,"-64.67870330810547, 32.36399841308594"
KZ,Almaty,UAAA,ALA,"77.04049682617188, 43.35210037231445"
KZ,Balkhash,UAAH,BXH,"75.00499725341797, 46.8932991027832"
KZ,Astana,UACC,TSE,"71.46690368652344, 51.02220153808594"
KZ,Kokshetau,UACK,KOV,"69.594597, 53.329102"
KZ,Petropavlosk,UACP,PPK,"69.18389892578125, 54.77470016479492"
KZ,Taraz,UADD,DMB,"71.30359649658203, 42.853599548339844"
KG,Tamchy,UCFL,IKU,"76.713046, 42.58792"
KG,Bishkek,UCFM,FRU,"74.4776000977, 43.0612983704"
KG,Osh,UCFO,OSS,"72.793296814, 40.6090011597"
KZ,Shymkent,UAII,CIT,"69.47889709472656, 42.364200592041016"
KZ,Zhezkazgan,UAKD,DZN,"67.733299, 47.708302"
KZ,Karaganda,UAKK,KGF,"73.33439636230469, 49.670799255371094"
KZ,Uralsk,UARR,URA,"51.54309844970703, 51.15079879760742"
KZ,Ekibastuz,UASB,EKB,"75.21499633789062, 51.590999603271484"
KZ,Ust Kamenogorsk,UASK,UKK,"82.49420166015625, 50.036598205566406"
KZ,Pavlodar,UASP,PWQ,"77.07389831542969, 52.19499969482422"
KZ,Semey,UASS,PLX,"80.234398, 50.351295"
KZ,Aktau,UATE,SCO,"51.091999, 43.8601"
KZ,Atyrau,UATG,GUW,"51.8213996887207, 47.12189865112305"
KZ,Aktyubinsk,UATT,AKX,"57.206699, 50.2458"
KZ,Kostanay,UAUU,KSN,"63.55030059814453, 53.20690155029297"
AZ,Baku,UBBB,GYD,"50.04669952392578, 40.467498779296875"
AZ,Ganja,UBBG,KVD,"46.3176, 40.737701"
AZ,Nakhchivan,UBBN,NAJ,"45.45840072631836, 39.18880081176758"
AZ,Gabala,UBBQ,GBB,"47.7125, 40.826667"
AM,Gyumri,UDSG,LWN,"43.859298706100006, 40.7504005432"
AM,Yerevan,UDYZ,EVN,"44.3959007263, 40.1473007202"
RU,Yakutsk,UEEE,YKS,"129.77099609375, 62.093299865722656"
RU,Neryungri,UELL,NER,"124.91400146484, 56.913898468018"
RU,Khonuu,UEMA,MQJ,"143.261551, 66.450861"
RU,Magan,UEMM,GYG,"129.545288, 62.103484"
RU,Olyokminsk,UEMO,OLZ,"120.471001, 60.397499"
RU,Ust-Nera,UEMT,USR,"143.11500549316, 64.550003051758"
RU,Vilyuisk,UENW,VYI,"121.69333648682, 63.75666809082"
RU,Lensk,UERL,ULK,"114.825996399, 60.7206001282"
RU,Yakutia,UERP,PYJ,"112.029998779, 66.4003982544"
RU,Mirny,UERR,MJZ,"114.03900146484375, 62.534698486328125"
RU,Saskylakh,UERS,SYS,"114.08000183105, 71.92790222168"
RU,Belaya Gora,UESG,BGN,"146.231506, 68.556602"
RU,Srednekolymsk,UESK,SEK,"153.7364, 67.4805"
RU,Chokurdah,UESO,CKH,"147.90199279785156, 70.62310028076172"
RU,Cherskiy,UESS,CYX,"161.33799743652344, 68.7406005859375"
RU,Tiksi,UEST,IKS,"128.90299987793, 71.697700500488"
RU,Zyryanka,UESU,ZKP,"150.8889, 65.7485"
GE,Kutaisi,UGKO,KUT,"42.4826011658, 42.176700592"
GE,Batumi,UGSB,BUS,"41.5997009277, 41.6102981567"
GE,Sukhumi,UGSS,SUI,"41.128101348899996, 42.8582000732"
GE,Tbilisi,UGTB,TBS,"44.95470047, 41.6692008972"
RU,Blagoveschensk,UHBB,BQS,"127.41200256347656, 50.42539978027344"
RU,Khabarovsk,UHHH,KHV,"135.18800354004, 48.52799987793"
RU,Komsomolsk-on-Amur,UHKK,KXK,"136.9340057373047, 50.409000396728516"
RU,Sovetskaya Gavan,UHKM,GVN,"140.033996582, 48.926998138399995"
RU,Anadyr,UHMA,DYR,"177.740997, 64.734902"
RU,Chukotka,UHMD,PVS,"-173.2429962158203, 64.37809753417969"
RU,Keperveem,UHMK,KPW,"166.139999, 67.845001"
RU,Magadan,UHMM,GDX,"150.72000122070312, 59.9109992980957"
RU,Pevek,UHMP,PWE,"170.59700012207, 69.783302307129"
RU,Nikolayevsk-na-Amure Airport,UHNN,NLI,"140.649994, 53.154999"
RU,Okhotsk,UHOO,OHO,"143.05650329589844, 59.410064697265625"
RU,Petropavlovsk-Kamchatsky,UHPP,PKC,"158.45399475097656, 53.16790008544922"
RU,Yuzhno-Sakhalinsk,UHSS,UUS,"142.71800231933594, 46.88869857788086"
RU,Vladivostok,UHWW,VVO,"132.1479949951172, 43.39899826049805"
RU,Chita,UIAA,HTA,"113.306, 52.026299"
RU,Bratsk,UIBB,BTK,"101.697998046875, 56.370601654052734"
RU,Irkutsk,UIII,IKT,"104.38899993896, 52.268001556396"
RU,Ust-Kut,UITT,UKX,"105.7300033569336, 56.8567008972168"
RU,Ulan Ude,UIUU,UUD,"107.43800354003906, 51.80780029296875"
UA,Kiev,UKBB,KBP,"30.894699096679688, 50.345001220703125"
UA,Mariupol,UKCM,MPW,"37.44960021972656, 47.07609939575195"
UA,Luhansk,UKCW,VSG,"39.3740997314, 48.4174003601"
UA,Dnipropetrovsk,UKDD,DNK,"35.10060119628906, 48.357200622558594"
UA,Zaporizhia,UKDE,OZH,"35.31570053100586, 47.867000579833984"
UA,Kryvyi Rih,UKDR,KWG,"33.209999084472656, 48.04330062866211"
UA,Sevastopol,UKFB,UKS,"33.570999145500004, 44.688999176"
UA,Kharkiv,UKHH,HRK,"36.290000915527344, 49.924800872802734"
UA,Cherkasy,UKKE,CKC,"31.99530029296875, 49.41559982299805"
UA,Kiev,UKKK,IEV,"30.45194, 50.40194"
UA,Kiev,UKKM,GML,"30.1919002532959, 50.60350036621094"
UA,Khmelnytskyi,UKLH,HMJ,"26.933399, 49.359699"
UA,Ivano-Frankivsk,UKLI,IFO,"24.686100006103516, 48.88420104980469"
UA,Lviv,UKLL,LWO,"23.956100463867188, 49.8125"
UA,Chernivtsi,UKLN,CWC,"25.98080062866211, 48.259300231933594"
UA,Rivne,UKLR,RWN,"26.141599655151367, 50.60710144042969"
UA,Uzhhorod,UKLU,UDJ,"22.263399124145508, 48.634300231933594"
UA,Nikolayev,UKON,NLV,"31.9197998046875, 47.057899475097656"
UA,Odessa,UKOO,ODS,"30.67650032043457, 46.42679977416992"
RU,Archangelsk,ULAA,ARH,"40.71670150756836, 64.60030364990234"
RU,Naryan Mar,ULAM,NNM,"53.12189865112305, 67.63999938964844"
RU,Cherepovets,ULWC,CEE,"38.015800476100004, 59.273601532"
RU,Amderma,ULDD,AMV,"61.556400299072266, 69.76329803466797"
SA,Al Ula,OEAO,ULH,"38.1288888889, 26.48"
RU,Kotlas,ULKK,KSZ,"46.6974983215332, 61.235801696777344"
RU,St. Petersburg,ULLI,LED,"30.262500762939453, 59.80030059814453"
RU,Murmansk,ULMM,MMK,"32.75080108642578, 68.78170013427734"
RU,Velikiye Luki,ULOL,VLU,"30.60810089111328, 56.381099700927734"
RU,Pskov,ULOO,PKV,"28.395599365234375, 57.78390121459961"
RU,Petrozavodsk,ULPB,PES,"34.154701232910156, 61.88520050048828"
RU,Vologda,ULWW,VGD,"39.944400787353516, 59.282501220703125"
BY,Brest,UMBB,BQT,"23.8981, 52.108299"
BY,Gomel,UMGG,GME,"31.016700744628906, 52.527000427246094"
BY,Vitebsk,UMII,VTB,"30.349599838257, 55.126499176025"
RU,Kaliningrad,UMKK,KGD,"20.592599868774414, 54.88999938964844"
BY,Hrodna,UMMG,GNA,"24.053800582885742, 53.60200119018555"
BY,Minsk,UMMS,MSQ,"28.030700683594, 53.882499694824"
BY,Mogilev,UMOO,MVQ,"30.09510040283203, 53.954898834228516"
RU,Abakan,UNAA,ABA,"91.38500213623047, 53.7400016784668"
RU,Barnaul,UNBB,BAX,"83.53849792480469, 53.363800048828125"
RU,Gorno-Altaysk,UNBG,RGK,"85.8332977295, 51.9667015076"
RU,Kemerovo,UNEE,KEJ,"86.1072006225586, 55.27009963989258"
RU,Yeniseysk,UNII,EIE,"92.11250305175781, 58.47420120239258"
RU,Bor,UNIP,TGP,"89.994003, 61.589699"
RU,Krasnoyarsk,UNKL,KJA,"92.493301, 56.172901"
RU,Achinsk,UNKS,ACS,"90.57080078125, 56.2682991027832"
RU,Kyzyl,UNKY,KYZ,"94.40059661865234, 51.66939926147461"
RU,Novosibirsk,UNNT,OVB,"82.650703430176, 55.012599945068"
RU,Omsk,UNOO,OMS,"73.31050109863281, 54.96699905395508"
RU,Strezhevoy,UNSS,SWT,"77.66000366210001, 60.709400177"
RU,Tomsk,UNTT,TOF,"85.208297729492, 56.380298614502"
RU,Novokuznetsk,UNWW,NOZ,"86.877197, 53.811401"
RU,Dikson,UODD,DKS,"80.37966918945312, 73.51780700683594"
RU,Khatanga,UOHH,HTG,"102.49099731445312, 71.97810363769531"
RU,Igarka,UOII,IAA,"86.62190246582031, 67.43720245361328"
RU,Norilsk,UOOO,NSK,"87.33219909667969, 69.31109619140625"
RU,Anapa,URKA,AAQ,"37.347301483154, 45.002101898193"
RU,Yeysk,URKE,EIK,"38.21, 46.68"
RU,Gelendzhik,URKG,GDZ,"38.0124807358, 44.5820926295"
RU,Krasnodar,URKK,KRR,"39.170501708984, 45.034698486328"
RU,Makhachkala,URML,MCX,"47.65230178833008, 42.81679916381836"
RU,Mineralnyye Vody,URMM,MRV,"43.08190155029297, 44.225101470947266"
RU,Nalchik,URMN,NAL,"43.636600494384766, 43.512901306152344"
RU,Beslan,URMO,OGZ,"44.6066017151, 43.2051010132"
RU,Magas,URMS,IGT,"45.0125999451, 43.322299957300004"
RU,Stavropol,URMT,STW,"42.11280059814453, 45.10919952392578"
RU,Rostov-on-Don,URRP,ROV,"39.924722, 47.493888"
RU,Taganrog,URRT,TGK,"38.8491667, 47.1983333"
RU,Sochi,URSS,AER,"39.9566, 43.449902"
RU,Astrakhan,URWA,ASF,"48.0063018799, 46.2832984924"
RU,Elista,URWI,ESL,"44.33089828491211, 46.3739013671875"
RU,Volgograd,URWW,VOG,"44.34550094604492, 48.782501220703125"
US,Williston,KXWA,XWA,"-103.748797, 48.258387"
RU,Chelyabinsk,USCC,CEK,"61.5033, 55.305801"
RU,Magnitogorsk,USCM,MQF,"58.755699157714844, 53.39310073852539"
RU,Sabetta,USDA,SBT,"72.052222, 71.219167"
RU,Salekhard,USDD,SLY,"66.61100006103516, 66.5907974243164"
RU,Khanty-Mansiysk,USHH,HMA,"69.08609771728516, 61.028499603271484"
RU,Nyagan,USHN,NYA,"65.614998, 62.110001"
RU,Sovetskiy,USHS,OVS,"63.60191345214844, 61.326622009277344"
RU,Uray,USHU,URJ,"64.82669830322266, 60.10329818725586"
RU,Izhevsk,USII,IJK,"53.45750045776367, 56.82809829711914"
RU,Kirov,USKK,KVX,"49.348300933838, 58.503299713135"
RU,Nadym,USMM,NYM,"72.69889831542969, 65.48090362548828"
RU,Novy Urengoy,USMU,NUX,"76.52030181884766, 66.06939697265625"
RU,Nizhnevartovsk,USNN,NJC,"76.48359680175781, 60.94929885864258"
RU,Perm,USPP,PEE,"56.021198272705, 57.914501190186"
RU,Kogalym,USRK,KGP,"74.53379821777344, 62.190399169921875"
RU,Nefteyugansk,USRN,NFG,"72.6500015258789, 61.108299255371094"
RU,Noyabrsk,USRO,NOJ,"75.2699966430664, 63.18330001831055"
RU,Surgut,USRR,SGC,"73.40180206298828, 61.34370040893555"
RU,Yekaterinburg,USSS,SVX,"60.802700042725, 56.743099212646"
RU,Tyumen,USTR,TJM,"65.3243026733, 57.189601898199996"
RU,Kurgan,USUU,KRO,"65.41560363769531, 55.47529983520508"
TM,Ashgabat,UTAA,ASB,"58.361, 37.986801"
TM,Krasnovodsk,UTAK,KRW,"53.007198, 40.063301"
TM,Mary,UTAM,MYP,"61.896702, 37.6194"
TM,Da����oguz,UTAT,TAZ,"59.826698, 41.761101"
TM,T����rkmenabat,UTAV,CRZ,"63.61330032348633, 39.08330154418945"
TJ,Dushanbe,UTDD,DYU,"68.8249969482, 38.543300628699996"
TJ,Kulyab,UTDK,TJU,"69.80500030517578, 37.98809814453125"
TJ,Khudzhand,UTDL,LBD,"69.6947021484375, 40.21540069580078"
TJ,Kurgan-Tyube,UTDT,KQT,"68.86470031738281, 37.86640167236328"
UZ,Urgench,UTNU,UGC,"60.641700744628906, 41.58430099487305"
UZ,Bukhara,UTSB,BHK,"64.4832992553711, 39.775001525878906"
UZ,Samarkand,UTSS,SKD,"66.98380279541016, 39.70050048828125"
UZ,Termez,UTST,TMJ,"67.30999755859375, 37.28670120239258"
UZ,Tashkent,UTTT,TAS,"69.2811965942, 41.257900238"
RU,Kostroma,UUBA,KMW,"41.019401550299996, 57.7969017029"
RU,Kaluga,UUBC,KLF,"36.3666687012, 54.5499992371"
RU,Ivanovo,UUBI,IWA,"40.940799713134766, 56.93939971923828"
RU,Rybinsk,UUBK,RYB,"38.92940139770508, 58.10419845581055"
RU,Bryansk,UUBP,BZK,"34.176399, 53.214199"
RU,Moscow,UUBW,ZIA,"38.150002, 55.553299"
RU,Moscow,UUDD,DME,"37.90629959106445, 55.40879821777344"
RU,Moscow,UUEE,SVO,"37.4146, 55.972599"
RU,Tver,UUEM,KLD,"35.7577018737793, 56.82469940185547"
RU,Moscow,UUMO,OSF,"37.507222, 55.511667"
RU,Moscow,UUMU,CKL,"38.061699, 55.8783"
RU,Belgorod,UUOB,EGO,"36.5900993347168, 50.643798828125"
RU,Kursk,UUOK,URS,"36.29560089111328, 51.7505989074707"
RU,Lipetsk,UUOL,LPK,"39.53779983520508, 52.70280075073242"
RU,Voronezh,UUOO,VOZ,"39.22959899902344, 51.81420135498047"
RU,Orel,UUOR,OEL,"36.0022010803, 52.934700012200004"
RU,Tambov,UUOT,TBW,"41.482799530029, 52.806098937988"
RU,Moscow,UUWW,VKO,"37.2615013123, 55.5914993286"
RU,Ukhta,UUYH,UCT,"53.8046989440918, 63.566898345947266"
RU,Inta,UUYI,INA,"60.110321044921875, 66.0548324584961"
RU,Pechora,UUYP,PEX,"57.13079833984375, 65.12110137939453"
RU,Usinsk,UUYS,USK,"57.3671989440918, 66.00469970703125"
RU,Vorkuta,UUYW,VKT,"63.993099212646484, 67.48860168457031"
RU,Ust-Tsylma,UUYX,UTS,"52.20033645629999, 65.43729400630001"
RU,Syktyvkar,UUYY,SCW,"50.84510040283203, 61.64699935913086"
RU,Nizhny Novgorod,UWGG,GOJ,"43.784000396729, 56.230098724365"
RU,Bugulma,UWKB,UUA,"52.801700592041016, 54.63999938964844"
RU,Kazan,UWKD,KZN,"49.278701782227, 55.606201171875"
RU,Nizhnekamsk,UWKE,NBC,"52.092498779296875, 55.564701080322266"
RU,Yoshkar-Ola,UWKJ,JOK,"47.904701232910156, 56.700599670410156"
RU,Cheboksary,UWKS,CSY,"47.3473014831543, 56.090301513671875"
RU,Zhigansk,UEVV,ZIX,"123.361000061, 66.7965011597"
RU,Ulyanovsk,UWLL,ULV,"48.226699829100006, 54.26829910279999"
RU,Ulyanovsk,UWLW,ULY,"48.80270004272461, 54.4010009765625"
RU,Orenburg,UWOO,REN,"55.45669937133789, 51.795799255371094"
